"time","t","rh","ws","wd","pc","p","date","day"
2022-07-31 22:00:00,24.26,51,4.47,167,0,1017.13,2022-07-31,-4
2022-07-31 23:00:00,23.45,54,3.12,166,0,1017.25,2022-07-31,-4
2022-08-01 00:00:00,22.95,60,3.23,162,0,1017.28,2022-08-01,-3
2022-08-01 01:00:00,22.53,61,2.26,128,0,1017.12,2022-08-01,-3
2022-08-01 02:00:00,22.42,63,1.47,98,0,1016.88,2022-08-01,-3
2022-08-01 03:00:00,22.77,63,1.46,100,0,1016.73,2022-08-01,-3
2022-08-01 04:00:00,24.67,61,0.64,174,0,1016.77,2022-08-01,-3
2022-08-01 05:00:00,27.91,58,1.05,228,0,1016.91,2022-08-01,-3
2022-08-01 06:00:00,31.43,54,1.45,249,0,1017.08,2022-08-01,-3
2022-08-01 07:00:00,33.28,50,2.83,259,0,1017.35,2022-08-01,-3
2022-08-01 08:00:00,33.82,45,3.2,262,0,1017.65,2022-08-01,-3
2022-08-01 09:00:00,34.1,41,2.52,261,0,1017.67,2022-08-01,-3
2022-08-01 10:00:00,34.91,37,2.77,252,0,1017.22,2022-08-01,-3
2022-08-01 11:00:00,35.55,34,2.31,238,0,1016.49,2022-08-01,-3
2022-08-01 12:00:00,35.64,34,2.09,220,0,1015.77,2022-08-01,-3
2022-08-01 13:00:00,35.1,35,1.87,242,0,1015.08,2022-08-01,-3
2022-08-01 14:00:00,34.07,36,2.18,247,0,1014.4,2022-08-01,-3
2022-08-01 15:00:00,32.68,39,2.3,239,0,1013.88,2022-08-01,-3
2022-08-01 16:00:00,31.07,42,3.58,220,0,1013.57,2022-08-01,-3
2022-08-01 17:00:00,29.54,45,5.59,192,0,1013.42,2022-08-01,-3
2022-08-01 18:00:00,28.3,47,5.79,187,0,1013.53,2022-08-01,-3
2022-08-01 19:00:00,27.39,48,5.94,180,0,1014.05,2022-08-01,-3
2022-08-01 20:00:00,26.7,48,6.65,174,0,1014.82,2022-08-01,-3
2022-08-01 21:00:00,26.02,48,6.91,172,0,1015.44,2022-08-01,-3
2022-08-01 22:00:00,25.23,50,6.12,171,0,1015.76,2022-08-01,-3
2022-08-01 23:00:00,24.4,52,3.9,163,0,1015.94,2022-08-01,-3
2022-08-02 00:00:00,23.65,57,2.86,159,0,1016.04,2022-08-02,-2
2022-08-02 01:00:00,23.04,58,2.61,151,0,1016.03,2022-08-02,-2
2022-08-02 02:00:00,22.74,61,2.51,166,0,1015.93,2022-08-02,-2
2022-08-02 03:00:00,22.97,61,1.7,153,0,1015.89,2022-08-02,-2
2022-08-02 04:00:00,23.83,59,0.35,130,0,1015.98,2022-08-02,-2
2022-08-02 05:00:00,25.15,55,0.83,170,0,1016.12,2022-08-02,-2
2022-08-02 06:00:00,26.81,51,0.72,211,0,1016.25,2022-08-02,-2
2022-08-02 07:00:00,28.84,46,0.98,250,0,1016.39,2022-08-02,-2
2022-08-02 08:00:00,31.08,41,1.85,256,0,1016.52,2022-08-02,-2
2022-08-02 09:00:00,33.32,36,1.8,247,0,1016.43,2022-08-02,-2
2022-08-02 10:00:00,35.15,31,1.93,228,0,1016,2022-08-02,-2
2022-08-02 11:00:00,36.56,28,2.75,216,0,1015.35,2022-08-02,-2
2022-08-02 12:00:00,37.11,24,2.77,211,0,1014.7,2022-08-02,-2
2022-08-02 13:00:00,36.87,24,2.99,239,0,1014.08,2022-08-02,-2
2022-08-02 14:00:00,35.73,26,3.58,233,0,1013.46,2022-08-02,-2
2022-08-02 15:00:00,34.04,28,4.41,209,0,1012.95,2022-08-02,-2
2022-08-02 16:00:00,32.01,36,6.44,184,0,1012.52,2022-08-02,-2
2022-08-02 17:00:00,30.04,39,7.07,180,0,1012.2,2022-08-02,-2
2022-08-02 18:00:00,28.47,41,7.39,179,0,1012.16,2022-08-02,-2
2022-08-02 19:00:00,27.34,44,7.72,178,0,1012.61,2022-08-02,-2
2022-08-02 20:00:00,26.5,44,8.27,175,0,1013.35,2022-08-02,-2
2022-08-02 21:00:00,25.78,43,8.04,173,0,1013.97,2022-08-02,-2
2022-08-02 22:00:00,25.06,44,6.85,170,0,1014.34,2022-08-02,-2
2022-08-02 23:00:00,24.25,47,5.76,169,0,1014.59,2022-08-02,-2
2022-08-03 00:00:00,23.44,46,4.35,165,0,1014.65,2022-08-03,-1
2022-08-03 01:00:00,22.69,48,3,149,0,1014.38,2022-08-03,-1
2022-08-03 02:00:00,22.29,51,3.08,150,0,1013.93,2022-08-03,-1
2022-08-03 03:00:00,22.4,51,3.36,153,0,1013.62,2022-08-03,-1
2022-08-03 04:00:00,24.05,50,3.57,159,0,1013.62,2022-08-03,-1
2022-08-03 05:00:00,27.21,46,3.58,158,0,1013.78,2022-08-03,-1
2022-08-03 06:00:00,30.98,41,3.28,165,0,1013.94,2022-08-03,-1
2022-08-03 07:00:00,33.61,36,4.61,176,0,1014.15,2022-08-03,-1
2022-08-03 08:00:00,35.04,32,4.28,179,0,1014.38,2022-08-03,-1
2022-08-03 09:00:00,35.9,29,4.15,182,0,1014.37,2022-08-03,-1
2022-08-03 10:00:00,36.69,27,3.95,185,0,1013.94,2022-08-03,-1
2022-08-03 11:00:00,37.32,27,4.28,185,0,1013.28,2022-08-03,-1
2022-08-03 12:00:00,37.31,28,5.07,179,0,1012.7,2022-08-03,-1
2022-08-03 13:00:00,36.65,30,5.65,186,0,1012.25,2022-08-03,-1
2022-08-03 14:00:00,35.07,33,6.43,176,0,1011.88,2022-08-03,-1
2022-08-03 15:00:00,33.04,38,7.08,177,0,1011.74,2022-08-03,-1
2022-08-03 16:00:00,30.88,43,7.74,177,0,1011.94,2022-08-03,-1
2022-08-03 17:00:00,29.01,47,7.56,177,0,1012.37,2022-08-03,-1
2022-08-03 18:00:00,27.6,48,7.57,178,0,1012.83,2022-08-03,-1
2022-08-03 19:00:00,26.59,49,7.63,176,0,1013.31,2022-08-03,-1
2022-08-03 20:00:00,25.83,49,7.2,169,0,1013.83,2022-08-03,-1
2022-08-03 21:00:00,25.14,48,5.94,167,0,1014.23,2022-08-03,-1
2022-08-03 22:00:00,24.4,49,5.7,166,0,1014.45,2022-08-03,-1
2022-08-03 23:00:00,23.87,49,5,164,0,1014.54,2022-08-03,-1
2022-08-04 00:00:00,23.36,43,3.31,160,0,1014.54,2022-08-04,0
2022-08-04 01:00:00,22.91,44,2.44,152,0,1014.38,2022-08-04,0
2022-08-04 02:00:00,22.49,44,2.62,139,0,1014.13,2022-08-04,0
2022-08-04 03:00:00,22.55,45,2.75,157,0,1013.97,2022-08-04,0
2022-08-04 04:00:00,23.34,44,2.84,163,0,1013.99,2022-08-04,0
2022-08-04 05:00:00,25.31,43,2.91,160,0,1014.1,2022-08-04,0
2022-08-04 06:00:00,28.43,39,3,168,0,1014.24,2022-08-04,0
2022-08-04 07:00:00,32,34,4.12,178,0,1014.47,2022-08-04,0
2022-08-04 08:00:00,34.56,30,4.49,180,0,1014.73,2022-08-04,0
2022-08-04 09:00:00,35.95,28,4.47,180,0,1014.77,2022-08-04,0
2022-08-04 10:00:00,36.45,25,4.31,180,0,1014.41,2022-08-04,0
2022-08-04 11:00:00,36.79,25,4.45,178,0,1013.82,2022-08-04,0
2022-08-04 12:00:00,36.52,27,5.21,179,0,1013.26,2022-08-04,0
2022-08-04 13:00:00,35.61,29,5.65,180,0,1012.76,2022-08-04,0
2022-08-04 14:00:00,33.93,37,6.09,181,0,1012.28,2022-08-04,0
2022-08-04 15:00:00,31.98,41,6.35,178,0,1011.98,2022-08-04,0
2022-08-04 16:00:00,30.08,43,6.58,176,0,1011.92,2022-08-04,0
2022-08-04 17:00:00,28.5,44,6.7,173,0,1012.05,2022-08-04,0
2022-08-04 18:00:00,27.32,45,6.93,173,0,1012.33,2022-08-04,0
2022-08-04 19:00:00,26.51,45,6.99,172,0,1012.87,2022-08-04,0
2022-08-04 20:00:00,25.97,44,7.17,170,0,1013.57,2022-08-04,0
2022-08-04 21:00:00,25.48,43,7.21,170,0,1014.12,2022-08-04,0
2022-08-04 22:00:00,24.9,46,6.86,170,0,1014.39,2022-08-04,0
2022-08-04 23:00:00,24.18,49,5.54,167,0,1014.5,2022-08-04,0
2022-08-05 00:00:00,23.4,46,4.21,160,0,1014.55,2022-08-05,1
2022-08-05 01:00:00,22.64,49,3.47,176,0,1014.5,2022-08-05,1
2022-08-05 02:00:00,22.21,53,3.91,152,0,1014.38,2022-08-05,1
2022-08-05 03:00:00,22.41,55,3.18,165,0,1014.37,2022-08-05,1
2022-08-05 04:00:00,24.13,53,3.05,168,0,1014.55,2022-08-05,1
2022-08-05 05:00:00,27.26,51,3.01,163,0,1014.83,2022-08-05,1
2022-08-05 06:00:00,30.8,47,2.68,172,0,1015.11,2022-08-05,1
2022-08-05 07:00:00,33.17,42,3.04,189,0,1015.45,2022-08-05,1
2022-08-05 08:00:00,34.27,37,2.88,202,0,1015.8,2022-08-05,1
2022-08-05 09:00:00,34.88,34,2.92,213,0,1015.9,2022-08-05,1
2022-08-05 10:00:00,35.61,31,2.44,215,0,1015.58,2022-08-05,1
2022-08-05 11:00:00,36.57,29,2.71,212,0,1015.01,2022-08-05,1
2022-08-05 12:00:00,36.97,25,3.03,210,0,1014.44,2022-08-05,1
2022-08-05 13:00:00,36.7,26,3.06,227,0,1013.8,2022-08-05,1
2022-08-05 14:00:00,35.31,28,3.8,216,0,1013.16,2022-08-05,1
2022-08-05 15:00:00,33.38,32,5.28,198,0,1012.94,2022-08-05,1
2022-08-05 16:00:00,31.09,37,5.27,184,0,1013.48,2022-08-05,1
2022-08-05 17:00:00,28.92,42,3.95,177,0,1014.44,2022-08-05,1
2022-08-05 18:00:00,27.3,45,6.66,106,0,1015.23,2022-08-05,1
2022-08-05 19:00:00,26.31,47,5.6,130,0,1015.59,2022-08-05,1
2022-08-05 20:00:00,25.7,47,3.92,171,0,1015.77,2022-08-05,1
2022-08-05 21:00:00,25.11,47,3.31,177,0,1015.94,2022-08-05,1
2022-08-05 22:00:00,24.33,48,1.84,168,0,1016.14,2022-08-05,1
2022-08-05 23:00:00,22.9,49,1.61,151,0,1016.32,2022-08-05,1
2022-08-06 00:00:00,21.41,55,1.32,151,0,1016.49,2022-08-06,2
2022-08-06 01:00:00,20.28,56,1.22,60,0,1016.63,2022-08-06,2
2022-08-06 02:00:00,20.1,54,1.39,68,0,1016.76,2022-08-06,2
2022-08-06 03:00:00,20.55,53,1.08,79,0,1016.92,2022-08-06,2
2022-08-06 04:00:00,21.63,53,0.26,349,0,1017.16,2022-08-06,2
2022-08-06 05:00:00,23.29,52,0.7,275,0,1017.42,2022-08-06,2
2022-08-06 06:00:00,25.26,47,1.33,264,0,1017.64,2022-08-06,2
2022-08-06 07:00:00,27.39,44,1.83,263,0,1017.83,2022-08-06,2
2022-08-06 08:00:00,29.56,40,3.04,260,0,1017.97,2022-08-06,2
2022-08-06 09:00:00,31.72,36,1.63,265,0,1017.89,2022-08-06,2
2022-08-06 10:00:00,33.7,32,1.77,264,0,1017.47,2022-08-06,2
2022-08-06 11:00:00,35.37,28,1.14,238,0,1016.83,2022-08-06,2
2022-08-06 12:00:00,36.03,26,1.91,215,0,1016.15,2022-08-06,2
2022-08-06 13:00:00,35.71,27,2.3,246,0,1015.41,2022-08-06,2
2022-08-06 14:00:00,34.39,31,2.59,231,0,1014.64,2022-08-06,2
2022-08-06 15:00:00,32.82,32,3.02,215,0,1014.06,2022-08-06,2
2022-08-06 16:00:00,31.1,34,4.77,196,0,1013.73,2022-08-06,2
2022-08-06 17:00:00,29.49,38,5.5,184,0,1013.59,2022-08-06,2
2022-08-06 18:00:00,28.03,40,6.07,177,0,1013.71,2022-08-06,2
2022-08-06 19:00:00,26.79,42,6.55,178,0,1014.27,2022-08-06,2
2022-08-06 20:00:00,25.74,44,7.5,177,0,1015.08,2022-08-06,2
2022-08-06 21:00:00,24.85,46,7.59,177,0,1015.66,2022-08-06,2
2022-08-06 22:00:00,24.06,47,7.04,175,0,1015.77,2022-08-06,2
2022-08-06 23:00:00,23.53,48,5.03,169,0,1015.64,2022-08-06,2
2022-08-07 00:00:00,24.97,44,3.23,165,0,1015.5,2022-08-07,3
2022-08-07 01:00:00,23.87,45,2.56,113,0,1015.38,2022-08-07,3
2022-08-07 02:00:00,22.74,46,2.25,95,0,1015.25,2022-08-07,3
2022-08-07 03:00:00,22.59,45,2,145,0,1015.19,2022-08-07,3
2022-08-07 04:00:00,23.42,43,1.65,185,0,1015.25,2022-08-07,3
2022-08-07 05:00:00,25.06,42,1.18,184,0,1015.38,2022-08-07,3
2022-08-07 06:00:00,27.08,38,1.15,197,0,1015.5,2022-08-07,3
2022-08-07 07:00:00,29.39,38,1.56,208,0,1015.68,2022-08-07,3
2022-08-07 08:00:00,31.49,35,1.59,219,0,1015.86,2022-08-07,3
2022-08-07 09:00:00,33.29,33,1.73,219,0,1015.79,2022-08-07,3
2022-08-07 10:00:00,34.57,31,1.92,204,0,1015.28,2022-08-07,3
2022-08-07 11:00:00,35.44,29,2.61,200,0,1014.51,2022-08-07,3
2022-08-07 12:00:00,35.48,29,3.2,199,0,1013.83,2022-08-07,3
2022-08-07 13:00:00,34.72,33,3.79,212,0,1013.31,2022-08-07,3
2022-08-07 14:00:00,33.18,37,4.49,200,0,1012.87,2022-08-07,3
2022-08-07 15:00:00,31.47,42,5.36,181,0,1012.6,2022-08-07,3
2022-08-07 16:00:00,29.73,45,5.65,179,0,1012.52,2022-08-07,3
2022-08-07 17:00:00,28.23,47,6.25,174,0,1012.6,2022-08-07,3
2022-08-07 18:00:00,26.95,47,6.31,172,0,1012.87,2022-08-07,3
2022-08-07 19:00:00,25.9,48,6.32,172,0,1013.44,2022-08-07,3
2022-08-07 20:00:00,25,49,6.71,174,0,1014.19,2022-08-07,3
2022-08-07 21:00:00,24.2,51,6.65,173,0,1014.76,2022-08-07,3
2022-08-07 22:00:00,23.47,52,5.12,170,0,1015,2022-08-07,3
2022-08-07 23:00:00,22.34,53,3.85,168,0,1015.06,2022-08-07,3
2022-08-08 00:00:00,21.23,58,2.98,165,0,1015.06,2022-08-08,4
2022-08-08 01:00:00,20.31,60,2.48,101,0,1014.96,2022-08-08,4
2022-08-08 02:00:00,20.22,58,1.92,99,0,1014.79,2022-08-08,4
2022-08-08 03:00:00,20.78,56,1.78,118,0,1014.75,2022-08-08,4
2022-08-08 04:00:00,23.09,53,1.65,161,0,1014.95,2022-08-08,4
2022-08-08 05:00:00,27.09,51,1.57,197,0,1015.28,2022-08-08,4
2022-08-08 06:00:00,31.42,46,0.96,195,0,1015.57,2022-08-08,4
2022-08-08 07:00:00,33.7,43,1.46,207,0,1015.83,2022-08-08,4
2022-08-08 08:00:00,34.2,40,1.72,202,0,1016.05,2022-08-08,4
2022-08-08 09:00:00,34.14,38,1.74,197,0,1016.09,2022-08-08,4
2022-08-08 10:00:00,34.59,36,2,186,0,1015.82,2022-08-08,4
2022-08-08 11:00:00,35.07,33,2.84,185,0,1015.36,2022-08-08,4
2022-08-08 12:00:00,35,32,3.32,184,0,1014.9,2022-08-08,4
2022-08-08 13:00:00,34.35,33,3.5,205,0,1014.44,2022-08-08,4
2022-08-08 14:00:00,32.98,36,4.42,193,0,1013.98,2022-08-08,4
2022-08-08 15:00:00,31.42,40,4.74,182,0,1013.76,2022-08-08,4
2022-08-08 16:00:00,29.78,43,4.81,176,0,1013.93,2022-08-08,4
2022-08-08 17:00:00,28.3,47,4.7,171,0,1014.33,2022-08-08,4
2022-08-08 18:00:00,26.98,50,5.12,171,0,1014.79,2022-08-08,4
2022-08-08 19:00:00,25.86,52,5.89,176,0,1015.26,2022-08-08,4
2022-08-08 20:00:00,24.87,54,6.57,176,0,1015.79,2022-08-08,4
2022-08-08 21:00:00,23.95,57,6.21,171,0,1016.27,2022-08-08,4
2022-08-08 22:00:00,23.09,58,4.12,163,0,1016.73,2022-08-08,4
2022-08-08 23:00:00,22.38,60,2.21,162,0,1017.15,2022-08-08,4
2022-08-09 00:00:00,21.79,64,2.2,162,0,1017.38,2022-08-09,5
2022-08-09 01:00:00,21.28,66,2.21,86,0,1017.26,2022-08-09,5
2022-08-09 02:00:00,20.99,67,1.7,99,0,1016.96,2022-08-09,5
2022-08-09 03:00:00,21.28,67,1.65,127,0,1016.8,2022-08-09,5
2022-08-09 04:00:00,23.67,64,1.68,162,0,1016.97,2022-08-09,5
2022-08-09 05:00:00,28.04,59,1.35,177,0,1017.29,2022-08-09,5
2022-08-09 06:00:00,32.72,51,1.55,180,0,1017.55,2022-08-09,5
2022-08-09 07:00:00,35.07,46,1.32,241,0,1017.73,2022-08-09,5
2022-08-09 08:00:00,35.4,40,0.49,234,0,1017.86,2022-08-09,5
2022-08-09 09:00:00,35.22,35,0.33,217,0,1017.82,2022-08-09,5
2022-08-09 10:00:00,35.57,31,0.84,207,0,1017.52,2022-08-09,5
2022-08-09 11:00:00,36.22,29,2.3,197,0,1017.06,2022-08-09,5
2022-08-09 12:00:00,36,27,3.26,189,0,1016.55,2022-08-09,5
2022-08-09 13:00:00,35.34,27,3.6,199,0,1015.94,2022-08-09,5
2022-08-09 14:00:00,33.79,31,4.84,189,0,1015.29,2022-08-09,5
2022-08-09 15:00:00,31.9,35,5.31,182,0,1014.9,2022-08-09,5
2022-08-09 16:00:00,29.9,38,5.67,181,0,1014.94,2022-08-09,5
2022-08-09 17:00:00,28.24,40,5.96,175,0,1015.25,2022-08-09,5
2022-08-09 18:00:00,26.95,42,5.51,171,0,1015.65,2022-08-09,5
2022-08-09 19:00:00,26.06,41,5.43,168,0,1016.19,2022-08-09,5
2022-08-09 20:00:00,25.3,43,5.91,169,0,1016.82,2022-08-09,5
2022-08-09 21:00:00,24.51,44,5.49,171,0,1017.26,2022-08-09,5
2022-08-09 22:00:00,23.64,46,4.5,168,0,1017.35,2022-08-09,5
2022-08-09 23:00:00,22.78,48,2.95,167,0,1017.25,2022-08-09,5
2022-08-10 00:00:00,22.08,47,2.91,163,0,1017.13,2022-08-10,6
2022-08-10 01:00:00,21.49,47,2.68,120,0,1017.01,2022-08-10,6
2022-08-10 02:00:00,21.15,48,1.57,138,0,1016.87,2022-08-10,6
2022-08-10 03:00:00,21.35,47,1.55,156,0,1016.81,2022-08-10,6
2022-08-10 04:00:00,22.96,46,2.47,158,0,1016.9,2022-08-10,6
2022-08-10 05:00:00,25.99,44,2.55,164,0,1017.08,2022-08-10,6
2022-08-10 06:00:00,29.45,39,2.14,165,0,1017.21,2022-08-10,6
2022-08-10 07:00:00,32.03,36,2.36,182,0,1017.31,2022-08-10,6
2022-08-10 08:00:00,33.63,32,2.76,185,0,1017.37,2022-08-10,6
2022-08-10 09:00:00,34.77,29,2.73,189,0,1017.21,2022-08-10,6
2022-08-10 10:00:00,35.74,26,2.39,194,0,1016.72,2022-08-10,6
2022-08-10 11:00:00,36.49,24,2.66,200,0,1016.02,2022-08-10,6
2022-08-10 12:00:00,36.54,24,3.67,203,0,1015.31,2022-08-10,6
2022-08-10 13:00:00,35.94,24,3.65,215,0,1014.55,2022-08-10,6
2022-08-10 14:00:00,34.5,27,4.84,196,0,1013.77,2022-08-10,6
2022-08-10 15:00:00,32.83,33,5.81,184,0,1013.26,2022-08-10,6
2022-08-10 16:00:00,31.09,36,6.41,181,0,1013.16,2022-08-10,6
2022-08-10 17:00:00,29.5,37,7.12,179,0,1013.34,2022-08-10,6
2022-08-10 18:00:00,28.1,38,7.43,178,0,1013.64,2022-08-10,6
2022-08-10 19:00:00,26.9,38,7.62,176,0,1014.11,2022-08-10,6
2022-08-10 20:00:00,25.83,40,8.06,176,0,1014.71,2022-08-10,6
2022-08-10 21:00:00,24.84,42,7.69,175,0,1015.19,2022-08-10,6
2022-08-10 22:00:00,23.87,44,5.02,169,0,1015.45,2022-08-10,6
2022-08-10 23:00:00,23.33,48,2.57,155,0,1015.58,2022-08-10,6
2022-08-11 00:00:00,22.92,43,2.79,153,0,1015.64,2022-08-11,7
2022-08-11 01:00:00,22.56,45,3.29,147,0,1015.59,2022-08-11,7
2022-08-11 02:00:00,22.01,46,3.08,143,0,1015.47,2022-08-11,7
2022-08-11 03:00:00,21.98,47,2.27,152,0,1015.42,2022-08-11,7
2022-08-11 04:00:00,23.07,47,2.83,154,0,1015.52,2022-08-11,7
2022-08-11 05:00:00,25.26,44,3,159,0,1015.69,2022-08-11,7
2022-08-11 06:00:00,27.88,39,3.09,171,0,1015.79,2022-08-11,7
2022-08-11 07:00:00,30.35,36,4.04,181,0,1015.81,2022-08-11,7
2022-08-11 08:00:00,32.39,32,4.38,186,0,1015.76,2022-08-11,7
2022-08-11 09:00:00,34.08,29,3.93,185,0,1015.56,2022-08-11,7
2022-08-11 10:00:00,35.31,26,3.24,185,0,1015.11,2022-08-11,7
2022-08-11 11:00:00,36.13,24,3.09,186,0,1014.49,2022-08-11,7
2022-08-11 12:00:00,36.17,24,3.95,185,0,1013.9,2022-08-11,7
2022-08-11 13:00:00,35.51,26,4.57,187,0,1013.33,2022-08-11,7
2022-08-11 14:00:00,33.98,31,5.76,183,0,1012.77,2022-08-11,7
2022-08-11 15:00:00,32.24,36,6.39,182,0,1012.41,2022-08-11,7
2022-08-11 16:00:00,30.47,36,6.98,181,0,1012.31,2022-08-11,7
2022-08-11 17:00:00,28.94,37,7.53,179,0,1012.4,2022-08-11,7
2022-08-11 18:00:00,27.63,37,7.56,178,0,1012.66,2022-08-11,7
2022-08-11 19:00:00,26.54,37,7.52,176,0,1013.2,2022-08-11,7
2022-08-11 20:00:00,25.6,38,7.8,173,0,1013.92,2022-08-11,7
2022-08-11 21:00:00,24.75,40,6.93,170,0,1014.48,2022-08-11,7
2022-08-11 22:00:00,23.93,42,5.09,164,0,1014.74,2022-08-11,7
2022-08-11 23:00:00,23.16,47,4.14,163,0,1014.84,2022-08-11,7
2022-08-12 00:00:00,22.43,45,4.46,162,0,1014.83,2022-08-12,8
2022-08-12 01:00:00,21.89,47,4.18,151,0,1014.65,2022-08-12,8
2022-08-12 02:00:00,21.67,49,3.74,158,0,1014.35,2022-08-12,8
2022-08-12 03:00:00,22.09,50,2.88,156,0,1014.19,2022-08-12,8
2022-08-12 04:00:00,23.74,50,2.49,162,0,1014.3,2022-08-12,8
2022-08-12 05:00:00,26.64,50,3.03,167,0,1014.53,2022-08-12,8
2022-08-12 06:00:00,29.94,46,3.24,176,0,1014.7,2022-08-12,8
2022-08-12 07:00:00,32.33,41,2.55,185,0,1014.78,2022-08-12,8
2022-08-12 08:00:00,33.86,36,2.29,217,0,1014.78,2022-08-12,8
2022-08-12 09:00:00,35.17,31,2.23,249,0,1014.57,2022-08-12,8
2022-08-12 10:00:00,36.72,27,2.33,270,0,1014.05,2022-08-12,8
2022-08-12 11:00:00,38.37,24,2.65,273,0,1013.31,2022-08-12,8
2022-08-12 12:00:00,39.17,21,3.17,281,0,1012.52,2022-08-12,8
2022-08-12 13:00:00,39.13,22,3.26,291,0,1011.65,2022-08-12,8
2022-08-12 14:00:00,38.05,21,3.43,284,0,1010.72,2022-08-12,8
2022-08-12 15:00:00,36.79,20,3.26,279,0,1010.03,2022-08-12,8
2022-08-12 16:00:00,35.42,21,2.98,258,0,1009.67,2022-08-12,8
2022-08-12 17:00:00,34.04,23,5.26,197,0,1009.53,2022-08-12,8
2022-08-12 18:00:00,32.66,26,6.07,181,0,1009.59,2022-08-12,8
2022-08-12 19:00:00,31.3,29,6.96,174,0,1009.92,2022-08-12,8
2022-08-12 20:00:00,29.95,30,7.01,175,0,1010.44,2022-08-12,8
2022-08-12 21:00:00,28.64,31,6.52,174,0,1010.89,2022-08-12,8
2022-08-12 22:00:00,27.36,34,5.36,174,0,1011.22,2022-08-12,8
2022-08-12 23:00:00,26.19,37,3.95,169,0,1011.47,2022-08-12,8
2022-08-13 00:00:00,25.06,36,3.41,171,0,1011.56,2022-08-13,9
2022-08-13 01:00:00,24.17,38,2.89,90,0,1011.35,2022-08-13,9
2022-08-13 02:00:00,23.69,38,3.04,118,0,1010.96,2022-08-13,9
2022-08-13 03:00:00,24.02,38,2.39,169,0,1010.72,2022-08-13,9
2022-08-13 04:00:00,24.46,37,1.54,185,0,1010.77,2022-08-13,9
2022-08-13 05:00:00,24.9,36,1.74,196,0,1010.95,2022-08-13,9
2022-08-13 06:00:00,25.71,33,1.92,211,0,1011.12,2022-08-13,9
2022-08-13 07:00:00,28.06,30,1.97,255,0,1011.28,2022-08-13,9
2022-08-13 08:00:00,31.4,28,2.47,270,0,1011.43,2022-08-13,9
2022-08-13 09:00:00,34.77,25,2.29,284,0,1011.39,2022-08-13,9
2022-08-13 10:00:00,37.09,22,1.7,298,0,1010.95,2022-08-13,9
2022-08-13 11:00:00,38.23,20,1.94,302,0,1010.33,2022-08-13,9
2022-08-13 12:00:00,38.24,19,3.13,295,0,1009.96,2022-08-13,9
2022-08-13 13:00:00,37.34,19,4.48,298,0,1010.11,2022-08-13,9
2022-08-13 14:00:00,35.84,21,5.54,285,0,1010.51,2022-08-13,9
2022-08-13 15:00:00,34.11,22,5.23,284,0,1010.83,2022-08-13,9
2022-08-13 16:00:00,32.39,24,7.38,267,0,1010.86,2022-08-13,9
2022-08-13 17:00:00,31.1,25,3.91,252,0,1010.8,2022-08-13,9
2022-08-13 18:00:00,30.17,23,1.21,240,0,1010.94,2022-08-13,9
2022-08-13 19:00:00,29.55,22,1.4,248,0,1011.57,2022-08-13,9
2022-08-13 20:00:00,28.97,23,4.37,270,0,1012.4,2022-08-13,9
2022-08-13 21:00:00,28.34,24,2.53,231,0,1012.87,2022-08-13,9
2022-08-13 22:00:00,27.58,25,4.67,227,0,1012.65,2022-08-13,9
2022-08-13 23:00:00,25.76,27,4.76,209,0,1012.07,2022-08-13,9
2022-08-14 00:00:00,23.9,35,1.84,221,0,1011.55,2022-08-14,10
2022-08-14 01:00:00,22.24,35,0.64,250,0,1011.23,2022-08-14,10
2022-08-14 02:00:00,21.95,37,0.65,257,0,1010.96,2022-08-14,10
2022-08-14 03:00:00,22.33,37,0.47,275,0,1010.73,2022-08-14,10
2022-08-14 04:00:00,22.87,36,0.22,311,0,1010.52,2022-08-14,10
2022-08-14 05:00:00,23.45,35,0.6,342,0,1010.35,2022-08-14,10
2022-08-14 06:00:00,24.27,33,0.04,13,0,1010.24,2022-08-14,10
2022-08-14 07:00:00,26.14,31,0.06,310,0,1010.31,2022-08-14,10
2022-08-14 08:00:00,28.63,29,0.7,294,0,1010.46,2022-08-14,10
2022-08-14 09:00:00,31.1,27,1.69,287,0,1010.37,2022-08-14,10
2022-08-14 10:00:00,32.91,25,2.17,290,0,1009.9,2022-08-14,10
2022-08-14 11:00:00,34.38,23,2.49,291,0,1009.19,2022-08-14,10
2022-08-14 12:00:00,34.93,21,3.64,295,0,1008.42,2022-08-14,10
2022-08-14 13:00:00,34.68,22,4.49,294,0,1007.54,2022-08-14,10
2022-08-14 14:00:00,33.51,23,3.34,293,0,1006.6,2022-08-14,10
2022-08-14 15:00:00,32.16,24,3.18,253,0,1005.9,2022-08-14,10
2022-08-14 16:00:00,30.74,28,4.43,190,0,1005.55,2022-08-14,10
2022-08-14 17:00:00,29.39,33,5.08,175,0,1005.44,2022-08-14,10
2022-08-14 18:00:00,28.14,36,5.3,174,0,1005.49,2022-08-14,10
2022-08-14 19:00:00,27,34,5.07,170,0,1005.75,2022-08-14,10
2022-08-14 20:00:00,25.94,36,4.71,163,0,1006.18,2022-08-14,10
2022-08-14 21:00:00,24.92,39,4.32,157,0,1006.61,2022-08-14,10
2022-08-14 22:00:00,23.89,44,3.07,152,0,1007.01,2022-08-14,10
2022-08-14 23:00:00,22.4,48,0.62,139,0,1007.41,2022-08-14,10
2022-08-15 00:00:00,21,64,0.44,162,0,1007.73,2022-08-15,11
